feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
0.722,0.76,2.384,1.124,-1.431,0.511,-1.437,1.061,-0.787,-0.437,-2.888,0.318,1.508,-0.582,1.674,-1.855,2.127,-1.721,-0.299,-1.144,-1.439,-0.013,1.569,1.009,-0.801,0.482,1.183,-1.048,1.123,0.19,-1.166,-0.975,0.46,0.895,-0.378,0.14,-1.451,-1.148,-2.456,2.307,0.405,1.197,0.308,1.813,0.537,-0.716,-1.193,-0.768,0.612,-1.712,-24727.705
1.069,0.268,0.824,1.073,0.142,0.2,0.753,0.234,1.723,-0.461,-0.777,1.456,1.583,-0.92,0.161,3.092,0.515,0.736,-0.177,-0.596,0.527,0.267,1.587,-0.508,0.513,-0.009,-0.483,0.039,-0.957,1.965,-0.966,1.55,-0.005,0.624,0.558,0.292,1.375,1.309,0.753,0.725,0.768,0.557,0.446,-0.024,-0.479,-0.006,0.656,-0.558,0.831,0.749,-8135.362
-0.23,2.765,-2.287,-1.423,0.661,1.137,-0.518,2.069,0.232,-1.443,0.722,0.301,1.928,1.393,0.584,0.476,0.151,-0.01,1.3,-1.368,-1.483,2.055,-1.247,-1.912,-1.246,-1.817,-0.385,-0.806,1.36,-0.522,-0.375,-1.299,0.068,1.089,-0.353,0.556,-0.646,-0.95,-1.634,-0.866,0.43,-0.683,-1.787,-0.807,-0.926,0.598,-1.755,-0.884,0.047,-0.749,-6840.961
-1.064,1.411,-1.116,0.126,-0.79,-0.031,-0.009,-0.163,0.596,-1.386,-0.348,0.27,-1.601,1.42,1.188,0.222,-1.653,-0.181,-0.566,1.202,0.571,1.082,-0.606,0.09,0.496,-0.732,-0.707,1.286,-0.885,-1.495,0.73,-0.108,1.277,-0.747,-0.608,0.982,1.137,-0.702,-0.734,1.416,0.571,0.541,-1.03,0.638,0.351,-0.663,-0.623,-0.346,0.094,0.25,-911.356
-0.716,2.315,0.527,-0.387,-1.061,-1.214,-0.086,-0.158,-0.863,0.937,-1.2,-0.221,1.232,1.258,-0.382,-0.328,-1.004,0.37,1.402,-0.14,0.061,0.49,-0.214,0.575,-1.041,1.702,0.731,-2.019,-0.144,-0.38,0.133,2.169,-1.196,0.388,-0.675,0.612,-0.542,1.423,1.634,0.807,-0.409,-1.574,-0.954,0.318,-2.389,-0.186,1.237,1.548,0.791,0.209,-16514.96
-1.338,-2.125,0.881,1.082,-0.033,1.117,-0.011,-0.152,0.065,0.36,0.183,-1.36,1.66,0.506,-1.748,0.062,0.81,-0.498,0.012,-0.121,0.28,-0.558,-2.31,1.621,0.084,0.848,-1.533,-1.352,-1.185,0.01,-0.158,-1.609,-0.239,-1.57,-0.535,-0.944,-2.016,0.827,-0.491,1.036,0.787,-0.326,0.273,2.48,-0.781,-0.565,0.073,0.131,-1.654,-1.855,-20627.411
-0.728,-1.014,-0.984,0.626,0.156,-0.213,1.058,-0.627,0.88,-0.08,0.909,1.59,-1.271,-0.674,0.842,1.805,0.478,0.218,0.591,-1.332,2.258,0.995,1.854,-0.151,-0.467,-0.832,0.381,-1.022,-1.743,0.17,0.822,0.174,0.478,-0.943,-0.621,-0.789,0.256,0.174,0.224,-1.05,-0.225,2.783,0.569,-1.232,0.593,0.381,-1.38,0.807,0.255,-0.236,-9108.527
0.284,0.595,0.994,-1.078,-0.762,-0.408,0.315,0.793,0.504,-0.683,1.596,0.059,-1.099,-0.325,-1.283,-0.391,-0.497,-0.736,1.035,-0.787,-0.734,-0.283,-2.031,-0.445,0.27,0.455,-0.605,-0.578,0.448,0.287,-0.045,0.638,0.724,-0.865,0.355,0.361,-0.382,-0.378,-0.731,1.024,-0.864,0.372,-1.463,-1.212,-0.491,-0.011,-0.967,-2.537,-2.183,2.337,-3816.742
-0.664,-1.18,0.187,-1.939,2.13,-2.2,-1.617,0.38,1.691,-1.733,-0.651,-1.215,0.324,0.239,0.203,0.925,-0.916,-0.108,0.719,0.293,-0.319,-0.634,0.994,-0.597,-0.258,0.457,0.169,0.976,-0.051,0.818,-0.538,-0.914,-0.016,0.139,-1.221,0.453,0.026,-1.346,0.287,0.667,-1.261,2.212,-1.072,0.391,0.386,-0.775,0.075,1.134,0.069,-1.415,-6933.904
0.034,1.594,-1.708,-1.043,0.042,1.666,-1.07,-0.557,-0.099,2.908,-0.186,1.452,1.249,0.661,-0.646,0.352,-0.016,0.254,0.656,1.255,-0.475,0.574,0.237,-1.014,-0.841,-0.026,-0.233,0.632,0.881,-0.185,0.489,-0.703,2.062,0.757,0.763,-0.7,0.015,-0.938,0.45,-0.806,-0.383,0.032,-1.125,0.832,-0.435,-0.345,1.08,0.236,0.503,-1.158,-6965.317
0.963,1.782,-1.357,-1.207,-2.126,0.404,1.095,0.886,-1.264,0.593,1.389,-0.018,-0.66,0.193,-0.274,0.586,-0.134,-1.646,0.129,0.112,0.627,2.278,2.519,0.022,-1.982,1.139,-0.664,-0.605,-1.105,0.791,0.369,0.619,0.007,-0.08,-0.066,-0.024,-0.387,-0.112,-0.225,-0.441,0.296,0.44,-2.822,0.814,0.449,2.153,-0.267,-0.792,1.31,-1.229,-19641.557
0.566,0.165,1.91,-1.958,2.017,-1.154,0.786,-0.036,1.868,-1.46,1.134,-0.772,1.758,0.04,0.155,0.649,-0.107,-0.184,0.43,0.88,-1.62,0.656,-0.329,0.066,-0.802,-1.383,1.183,0.392,-0.047,0.067,-1.022,-0.69,0.296,-0.788,-0.064,-0.743,-1.602,0.479,1.348,-0.627,-0.044,-1.258,-0.194,-0.694,-1.303,-0.667,2.163,-0.511,0.667,1.543,-4513.94
-0.518,0.8,1.494,-0.694,0.701,-0.965,-0.382,-0.129,1.267,-0.039,0.867,-0.867,0.615,2.19,-0.847,-0.083,-0.661,1.76,0.354,0.113,-0.762,-1.208,-2.068,-0.146,1.174,-0.92,0.158,-0.62,-1.878,-0.008,0.306,0.648,0.356,0.6,0.823,-0.134,-0.097,-0.076,0.893,0.272,-0.414,-0.077,-1.046,-0.914,1.295,-1.264,-0.123,0.397,1.932,1.822,-9449.276
-0.256,0.945,-0.817,-0.567,0.075,-1.603,-0.235,0.183,0.326,-1.145,1.125,0.697,-0.04,1.321,0.514,1.25,-0.96,0.222,0.072,-0.646,-0.02,0.603,0.14,-0.383,-0.235,-0.795,1.139,0.468,0.752,1.74,0.097,-0.781,-0.203,0.378,-0.259,-0.606,-1.429,-0.497,-1.035,1.085,1.297,2.006,0.735,-0.811,0.297,2.095,1.292,1.701,-0.602,0.114,-360.804
0.256,0.365,-1.104,-1.38,-0.557,0.511,-0.794,0.987,0.328,-1.569,0.28,0.167,-0.206,0.51,1.497,-0.372,0.588,1.418,-1.627,0.691,0.265,-0.611,0.822,-0.44,-0.615,0.051,0.454,-0.356,-0.702,0.226,0.31,-0.342,0.673,0.3,0.393,-0.817,-1.284,-1.257,0.793,-0.481,-0.127,0.246,0.571,0.68,-0.051,-0.769,0.922,-0.199,-0.289,0.401,-5432.32
-0.264,1.102,0.125,1.4,0.159,0.702,0.946,0.129,0.639,0.269,-2.32,-0.402,-0.934,1.15,-0.747,0.485,0.277,0.248,1.592,0.305,-0.444,-0.518,-0.203,1.138,0.242,0.188,0.819,-0.015,0.797,0.032,1.123,-0.958,-0.063,-1.303,0.531,-0.826,-0.64,-0.969,0.16,-0.642,0.439,0.085,1.166,-1.127,-1.541,0.144,0.937,-0.009,2.495,1.286,4188.62
0.561,-0.949,-0.18,-1.185,-0.936,2.359,-0.558,0.172,0.55,-0.611,-0.745,-0.246,-1.843,-0.524,1.679,1.274,-1.505,-0.912,-0.792,3.115,-0.324,-0.261,0.227,-0.314,-2.32,-0.972,1.736,0.507,0.432,-0.371,-1.308,-0.118,-0.913,1.541,0.938,1.664,0.075,-0.466,0.582,-0.426,-0.341,-0.032,0.367,2.473,0.21,0.39,-0.258,0.613,-0.252,-1.317,-12098.431
0.347,-0.613,-0.103,0.166,-1.071,0.719,1.071,0.747,-0.962,-1.715,0.518,1.97,-0.215,-0.337,-0.626,-2.582,0.75,1.018,0.681,-0.012,-0.044,-0.755,-0.082,-0.118,0.347,-0.091,0.416,0.388,0.03,0.622,-1.573,-0.11,-0.725,2.724,1.205,-0.389,-1.689,-0.422,-0.574,0.415,1.14,1.485,0.402,-0.824,-0.513,1.336,-0.929,0.81,-1.079,-0.44,-10736.859
-0.763,0.843,-1.859,0.355,-0.355,0.642,0.867,2.364,0.532,-0.602,-0.235,0.772,1.41,0.783,1.836,-0.927,-1.548,0.502,-0.626,-0.061,1.446,0.111,-1.824,0.604,-0.515,-1.211,0.502,-0.399,-0.279,-0.134,1.857,1.421,0.612,-1.322,-1.731,-0.095,1.206,1.462,1.111,-0.972,-1.374,-0.059,0.901,0.367,-0.796,-0.08,-0.268,1.629,-1.393,0.344,-2420.037
-0.255,-0.742,-1.025,-1.185,-1.936,0.354,0.499,1.386,-0.936,0.556,-0.172,0.204,-1.63,0.704,0.026,0.209,0.685,-0.208,-2.412,1.574,-0.336,-0.675,0.442,-0.001,-0.638,-0.459,0.639,1.626,0.295,0.689,-0.885,0.002,1.318,-0.104,0.408,0.482,-1.734,0.265,0.944,1.817,-0.182,0.472,0.556,0.145,-0.616,-0.378,-0.006,-0.323,-1.485,0.729,6203.142
-0.057,1.604,-1.475,-0.071,0.747,0.721,-1.153,-1.49,-1.167,1.184,-1.189,-0.25,0.297,-2.246,-0.83,-0.484,1.6,-0.596,-1.158,1.37,-1.203,-0.489,-1.479,0.751,-0.664,-1.275,-0.212,-1.437,0.946,-1.889,-0.33,1.372,-0.813,-1.125,-0.625,2.061,0.411,-0.051,2.464,-1.98,0.423,-0.103,-0.204,0.637,-0.261,-0.829,1.044,-0.502,-0.339,1.873,-27160.54
0.139,-0.744,0.48,1.042,0.103,-0.653,-0.384,0.619,-0.93,1.338,0.182,-0.306,-0.338,1.228,-0.115,0.176,0.311,-0.107,0.293,-0.781,-0.849,2.251,0.961,1.209,1.069,0.737,-0.728,-0.016,0.931,1.935,-0.906,-0.44,0.157,0.111,-0.588,-0.876,0.282,0.025,1.302,-0.187,2.276,-0.731,-0.07,-0.027,-0.541,1.545,0.431,-1.445,-0.006,0.263,-2634.972
0.146,-0.395,-0.882,0.699,0.494,-2.143,0.223,-1.096,0.505,0.837,1.087,1.476,-1.607,-0.89,-0.143,-0.016,-0.48,1.148,-0.499,-0.789,-1.768,0.33,-0.218,-0.945,-0.804,0.489,0.199,0.771,-0.516,-2.723,-0.509,-1.723,-0.14,1.785,-0.577,0.689,0.014,-0.402,-0.177,2.384,0.278,-1.596,0.272,1.071,-0.127,-0.463,0.984,1.45,-1.465,-0.01,-9312.844
-2.034,-0.562,-0.201,0.329,-1.043,0.265,0.204,-0.317,0.724,-0.763,-0.091,-0.483,-0.405,-0.995,-0.736,0.641,-0.773,0.403,0.395,-0.313,-1.16,0.44,-1.242,-0.158,-0.229,-1.086,-0.239,-0.053,-1.354,1.226,0.12,0.426,0.433,-0.299,1.634,1.822,-2.528,-0.204,2.431,0.555,-0.965,0.833,0.738,-0.716,-0.043,0.011,-1.407,0.563,0.875,-0.578,-8501.114
-1.364,-0.147,0.275,0.265,1.948,0.398,0.433,0.357,-0.598,0.69,1.296,1.569,-0.229,-0.017,-0.779,0.628,-0.313,-3.988,1.735,-1.504,0.557,1.457,0.12,0.628,-0.181,-0.197,0.615,-0.68,1.667,-1.025,0.005,-0.408,0.41,-1.686,-1.385,-0.985,1.563,1.087,0.209,-0.67,0.718,0.991,-1.227,0.959,-0.1,1.34,0.662,0.318,0.4,1.448,-16879.763
-0.069,-0.897,1.114,0.676,-0.939,-0.472,1.316,1.2,-1.185,-0.453,2.027,-0.463,-0.324,-1.359,-1.433,-0.813,0.037,1.333,0.512,-1.391,-1.882,-1.257,0.351,-0.289,-0.821,-1.404,-2.294,0.468,0.762,0.497,-0.226,-0.541,0.181,0.042,2.636,-1.923,-0.711,-0.247,-0.326,1.274,1.334,0.613,0.49,-0.906,-0.375,0.101,0.319,-1.03,-1.252,2.244,-21444.929
-0.135,0.722,-0.396,-0.532,0.04,1.109,-0.249,-0.99,-0.621,-0.068,-1.862,-0.219,1.848,1.529,0.291,0.771,-1.66,0.988,-0.553,-0.693,0.165,-0.92,0.774,-0.755,0.065,-1.055,-2.073,2.592,0.307,0.42,0.65,0.123,0.455,2.149,-0.244,-0.555,0.306,0.817,-0.356,-2.023,-0.742,0.744,-0.574,1.348,0.931,0.515,-0.726,0.51,0.347,-0.997,-6209.439
0.44,0.077,-0.773,0.164,0.312,1.334,0.831,0.612,0.927,-2.01,-0.881,-0.945,-0.535,-1.489,-0.86,-0.462,0.124,-0.464,1.874,-0.69,0.406,-2.135,0.117,-1.163,1.236,0.137,-0.281,0.748,1.194,1.204,1.37,1.328,-0.443,0.98,0.644,0.552,0.355,1.589,0.267,0.352,2.482,1.484,-1.232,-1.133,-0.252,-1.595,0.25,-0.762,-0.027,-0.167,-11357.743
-0.207,-1.621,0.311,0.515,-0.958,-1.277,0.62,0.069,-0.327,0.548,-1.619,0.417,0.926,-1.631,0.505,0.008,-0.813,-0.627,-0.583,0.794,0.84,-0.795,-1.433,0.874,0.785,-0.433,0.75,-0.101,-1.521,-0.22,0.611,-0.592,0.255,-1.055,-1.615,-0.889,-0.237,0.605,-1.137,-0.711,-0.766,-0.179,-2.46,-0.019,1.453,0.639,-1.266,0.992,0.821,-0.724,-11713.921
1.549,-0.352,0.665,-0.036,-0.221,0.734,-0.911,0.385,-0.634,-1.3,0.201,0.585,0.167,1.22,0.432,-0.247,0.344,0.711,-0.756,-0.017,-0.35,1.025,0.896,-0.14,0.186,2.116,1.018,0.84,0.611,-0.525,0.549,0.58,1.349,0.844,-1.017,-0.456,0.418,-0.895,-0.728,0.96,0.003,0.232,-0.415,-0.184,0.623,-0.848,0.353,-1.158,0.047,0.43,-7043.217
1.304,-1.232,-0.405,-0.815,-0.181,0.084,-1.216,0.554,-0.774,0.018,-0.459,-0.759,-0.118,-0.285,0.164,0.475,-0.794,-1.187,1.559,-1.481,-1.028,-1.164,-1.029,0.176,0.114,-0.575,0.229,0.218,0.224,1.406,2.196,1.085,-1.231,-0.406,0.131,-0.488,0.003,1.048,0.202,-0.057,-1.085,-1.176,-1.354,0.155,-0.361,1.478,0.971,0.383,-1.63,1.075,3281.153
-0.287,-0.299,-0.888,-0.185,2.342,0.737,-0.724,1.032,0.792,0.462,-0.307,0.045,-0.032,0.315,-1.618,0.67,-0.46,1.667,1.024,1.026,-1.819,0.499,-1.341,-0.61,-0.026,1.358,-0.977,0.758,0.225,-0.399,-1.326,-0.079,-0.731,-0.686,0.021,1.388,0.449,-1.205,0.782,0.058,-1.729,0.361,1.404,-0.256,1.157,-0.824,-0.507,1.522,0.659,0.287,-11031.619
-1.628,-1.992,0.114,0.038,0.592,0.734,-0.125,-0.993,-0.588,0.303,-0.22,0.16,0.219,-0.519,-0.27,1.848,1.714,0.552,-0.183,-1.139,-0.716,-0.543,-0.216,-0.247,0.33,-0.174,2.335,-0.044,-1.667,-0.995,0.88,0.808,-0.105,-1.518,1.373,0.121,1.266,-0.952,-0.115,0.136,0.013,-0.541,-0.229,0.655,0.918,0.738,-1.005,0.085,0.133,0.308,-4990.36
-0.276,0.057,0.916,-0.669,0.067,-0.659,-0.249,-0.677,-0.448,-2.894,1.479,-0.039,-1.124,0.058,1.538,0.589,1.03,-0.121,-2.137,0.203,-0.227,-0.18,1.343,0.075,-0.527,2.48,-2.456,-0.167,1.662,0.26,-0.97,-1.894,-0.458,-0.333,0.699,-0.241,0.217,-1.513,0.761,2.099,-0.869,0.04,-0.069,-0.211,-1.469,-2.135,1.031,-1.283,2.13,-0.325,-7354.536
-1.203,0.066,0.629,1.643,0.129,-1.69,0.639,-0.998,-1.861,0.578,-0.702,-1.172,0.124,-0.374,1.459,0.973,-0.879,0.938,-0.145,-0.813,1.248,-1.667,-0.715,0.117,0.747,0.519,-0.949,0.285,0.743,0.949,-0.569,-0.185,-0.425,1.122,0.221,-0.724,0.838,-0.613,-0.335,2.094,-0.696,-0.644,0.836,0.973,1.403,-0.273,1.89,-0.399,-0.584,0.996,-1726.983
1.357,-0.781,0.479,-0.833,-2.124,-0.989,2.001,-0.726,0.023,1.45,-0.461,0.87,-1.757,-0.004,-0.347,2.333,-0.508,-1.659,-0.816,1.807,0.657,-0.071,-0.482,-1.332,2.194,0.758,2.523,-0.406,-0.797,-0.906,0.644,-1.287,-0.078,-0.168,0.573,-0.536,0.402,0.702,1.505,-0.648,0.077,-0.136,-1.231,1.827,0.361,-0.753,0.519,-0.018,-0.658,1.979,-6542.028
0.53,1.264,-0.354,-2.219,0.526,0.46,-0.753,-0.881,0.591,-0.259,0.338,1.036,-0.058,1.168,1.456,0.617,-0.161,-0.309,-0.458,-0.673,0.298,-0.435,1.143,0.786,2.608,-0.584,0.085,-0.151,2.439,-0.841,0.148,1.253,-0.808,1.666,0.135,-0.344,0.742,0.712,-0.391,-0.344,-0.268,1.408,0.532,0.532,0.806,0.586,2.33,1.46,1.628,0.582,-2804.416
2.201,2.362,-0.769,-0.346,-1.742,0.247,1.551,1.517,-0.105,0.855,-0.809,-0.128,-1.133,-0.863,-0.166,1.233,0.021,0.549,2.17,1.755,-0.943,-0.848,0.541,0.457,0.38,1.16,-0.392,0.449,0.326,1.542,1.243,-1.509,-0.504,-1.664,-0.029,-1.41,-1.733,0.619,-0.523,1.639,0.07,1.262,1.102,-0.034,0.169,0.582,0.997,2.306,-0.332,0.167,-5309.643
-0.624,-0.139,0.773,-0.014,-0.687,0.965,1.267,0.975,1.119,1.804,0.978,1.5,1.011,1.303,0.834,-1.053,1.703,-0.9,0.183,-0.463,0.443,1.075,0.846,-0.703,0.384,-1.203,1.193,-1.85,-0.185,1.727,0.651,1.02,-0.848,0.258,0.424,-3.08,-0.676,0.415,-1.977,1.257,0.783,1.253,0.619,-0.443,-0.571,-0.433,1.092,0.624,1.094,0.458,-12500.703
0.272,-0.468,-0.048,-1.067,-0.178,0.463,-0.42,1.745,0.196,1.27,-0.711,-1.823,-1.144,-0.58,-0.189,-1.076,-0.302,0.702,0.57,0.209,-0.055,-0.671,-0.101,-1.402,-1.165,0.804,-0.614,1.363,0.056,-1.407,-0.007,0.067,0.32,0.273,0.241,1.134,-0.738,-0.323,0.821,-0.485,0.216,0.84,0.254,0.617,-0.48,-0.211,0.714,0.119,0.705,-0.4,-6039.646
-1.364,-1.437,-0.174,0.525,1.028,-2.718,0.848,0.003,1.565,0.405,-1.324,0.534,-2.288,1.008,0.424,0.312,-1.189,-1.293,-1.848,-0.148,-1.98,0.254,-2.294,-0.985,1.711,0.895,2.267,-0.538,-0.927,-0.084,0.682,-1.079,-0.445,0.618,-0.857,-0.358,1.84,0.034,-0.112,-0.73,-1.387,-0.059,-0.301,1.259,-1.343,1.092,0.289,-0.508,-1.143,0.596,1277.803
0.548,-1.249,-0.254,-0.028,0.525,-0.034,-0.158,0.925,-0.168,-0.476,0.118,-1.5,-0.519,1.08,-0.598,0.434,-0.234,-0.622,-0.383,-0.673,-1.546,0.927,-0.046,0.768,-0.278,-0.151,-0.546,-0.026,-0.408,1.129,-1.035,0.856,-0.057,-0.149,-0.569,-1.454,-0.337,1.121,2.64,0.73,-0.763,1.459,-0.431,-0.665,0.884,0.787,-0.758,-0.521,-2.213,-0.041,-6457.242
-1.546,-0.576,-0.702,0.415,0.01,-1.016,0.374,-0.518,0.541,-0.979,0.269,-0.281,0.195,-1.897,-1.54,-1.313,-0.04,0.341,0.07,-0.582,1.371,0.349,0.249,1.856,1.212,1.946,1.087,0.574,0.249,1.13,0.053,-0.106,0.964,-0.428,-0.691,-0.554,0.182,1.033,0.552,1.052,0.254,-0.794,0.197,-1.181,0.663,0.639,-0.854,0.527,-1.251,0.594,-4600.225
0.106,1.2,1.117,0.124,0.549,0.15,1.302,0.636,-2.495,1.026,1.403,1.33,-0.565,-0.959,-1.409,1.6,0.231,0.028,-0.756,1.598,-0.529,-0.691,0.285,-0.94,0.605,0.849,2.148,0.272,-2.299,0.03,-1.174,0.034,0.17,-0.023,-1.541,0.095,0.783,2.149,-0.753,1.851,-1.068,-1.013,-0.785,0.943,1.096,-0.512,1.075,0.066,-0.304,0.302,-20616.769
0.978,0.557,-0.236,-1.905,-1.184,-0.733,-1.249,-0.299,-0.025,-1.271,-1.326,1.002,0.067,-0.343,-0.614,-0.015,-0.247,1.008,-0.294,0.696,-0.324,0.379,0.382,0.548,1.18,-0.817,0.184,-2.449,0.726,2.188,-1.083,-0.579,0.898,0.386,0.619,0.357,-0.173,-1.159,1.21,-0.167,0.733,-0.398,1.509,1.387,0.441,-0.991,-0.488,1.384,0.026,-1.02,-16508.302
-0.559,0.416,2.831,-2.055,-2.039,0.17,-1.783,0.035,-0.409,-1.239,-1.004,-0.036,1.246,-0.265,-0.161,-0.326,-0.008,0.004,-0.361,0.273,-0.356,-2.149,-2.322,1.242,0.139,-0.026,0.371,0.998,-2.009,-0.905,-0.045,-0.94,0.68,-0.847,0.097,0.772,-0.928,0.135,1.193,0.232,-1.115,-1.94,-0.916,0.91,-0.437,0.266,2.38,-0.279,1.462,-0.377,-8138.082
-1.447,1.222,0.888,-1.658,-0.712,0.581,-0.037,-0.37,0.458,-0.694,3.017,0.918,-0.288,0.159,-0.507,-1.421,0.573,0.332,0.897,1.282,-0.601,-0.968,-0.815,-0.492,-1.183,-0.064,0.35,1.23,1.323,-0.213,0.252,-1.324,-0.996,2.065,-0.792,1.278,1.115,-0.075,0.615,0.51,-1.028,-2.155,0.505,0.778,-0.947,-0.134,-1.556,0.379,0.166,-0.374,-9636.657
0.607,-1.055,-0.537,-0.067,0.533,-0.346,-0.749,0.207,1.064,0.252,-0.099,1.52,0.123,-0.017,-1.907,1.144,1.15,-0.385,0.345,0.458,-1.157,0.511,-0.061,0.725,-1.037,0.453,-0.081,-0.962,0.913,0.846,0.467,-0.778,-0.304,-1.554,-0.185,-0.578,-0.817,0.643,-0.894,0.554,-1.258,-0.645,-3.145,1.002,0.602,1.113,-0.824,0.582,-1.922,0.326,-16659.09
-0.77,1.711,0.701,0.558,2.911,-0.832,-1.18,0.225,1.443,1.328,-0.195,0.467,-0.796,0.702,0.775,-1.276,-0.987,-1.544,0.73,-1.197,0.166,0.985,-0.506,0.34,-1.826,-1.414,0.124,-0.588,-0.073,-0.099,-2.283,0.153,0.164,1.702,-0.562,1.136,0.224,-0.659,0.719,-0.48,0.721,-0.21,0.59,0.489,1.654,-1.652,-2.085,-0.074,-0.693,-0.16,-16974.871
0.596,-0.673,0.79,1.547,0.765,-1.203,-1.463,1.355,0.063,-1.018,-1.055,0.635,-1.233,-0.032,-0.348,-0.389,-0.947,-0.948,0.215,0.65,1.515,1.006,-0.184,1.55,-0.642,0.62,0.877,0.654,-1.002,-0.51,-0.166,-0.464,1.894,0.4,0.214,0.28,0.805,0.208,0.086,0.723,-1.692,-1.409,0.126,-0.516,0.703,-0.646,0.238,-0.883,0.842,-0.043,-2612.776
-0.563,-0.705,1.264,0.238,-0.606,0.157,-0.536,0.046,-0.063,1.49,1.278,-1.411,-1.546,-2.095,0.645,0.014,0.8,-0.369,0.375,-0.749,0.781,0.77,0.51,-0.765,1.16,0.472,0.657,-0.945,-0.878,0.285,0.814,0.448,0.944,1.383,-0.515,-0.129,0.99,0.415,0.794,-0.836,0.022,0.344,-0.841,1.948,-0.751,1.085,1.395,-1.44,0.391,0.806,-18950.02
-0.57,0.857,0.961,-2.104,-1.457,1.525,0.809,1.476,-0.814,0.26,-0.214,0.316,-0.808,1.88,0.833,-1.46,1.033,-1.379,1.138,-0.107,0.985,-1.24,0.624,-0.345,-0.635,-1.457,-1.656,-1.435,-1.154,0.948,0.605,1.212,0.924,-1.832,-0.475,-0.346,-0.875,-1.729,0.471,0.452,-0.105,-0.945,0.602,1.205,-0.005,-1.05,0.449,0.641,-1.313,-0.265,-10756.335
1.231,1.037,0.605,-0.05,-0.128,-1.601,-1.056,-0.239,-0.091,-1.769,-0.217,-1.799,1.642,0.669,2.542,-0.151,-1.457,1.453,-0.831,-0.972,1.914,0.554,0.56,0.15,-0.919,0.411,-0.319,0.86,1.239,-1.413,-1.569,1.119,-1.645,-0.738,1.309,2.051,-0.372,0.508,-0.147,-1.865,-0.5,-0.847,2.135,0.53,0.087,0.542,-1.157,-0.207,-0.977,-0.194,-9656.777
0.703,0.399,-0.164,-0.345,0.142,0.354,0.112,-0.186,-0.065,-1.487,0.91,0.805,0.78,-0.492,0.616,-0.792,-1.196,-0.036,0.226,-0.324,-0.325,-0.317,-0.213,0.788,-0.003,-0.993,0.137,-0.414,0.257,-1.129,1.051,-0.352,-0.193,2.445,0.495,-0.088,1.005,0.466,-1.29,0.014,-0.37,1.674,-0.662,-0.295,-0.11,-0.449,0.115,-1.599,-1.151,0.63,-7140.341
0.584,0.299,-2.001,1.264,0.439,-0.547,0.234,-1.054,1.007,0.148,0.096,-1.52,0.32,-0.409,0.263,0.234,-0.932,-0.705,1.022,-1.393,-0.042,-1.159,0.223,0.768,1.035,1.586,0.644,-0.782,-1.83,0.742,0.689,1.288,-0.591,-0.365,1.313,-0.188,-0.14,-0.576,1.871,1.057,0.816,0.12,1.609,0.115,-0.131,0.673,-0.041,-2.408,1.026,-0.71,-3887.44
0.996,0.517,-0.677,-0.283,0.22,-1.918,1.023,-1.611,0.379,-0.395,-2.017,-0.478,0.419,0.82,-0.063,0.056,0.944,-1.332,1.277,-0.369,1.069,-0.327,1.226,-0.884,-0.139,0.462,-0.732,0.269,-1.088,1.023,0.258,0.721,-0.046,0.34,-1.192,-1.559,0.41,-0.545,2.057,-0.831,-0.504,-0.019,1.356,-2.306,1.415,-0.633,2.204,-1.033,-1.719,0.201,-11269.667
-1.607,0.619,0.516,1.06,-0.138,-1.076,2.288,0.743,-1.63,1.521,0.36,-1.674,-0.768,-1.288,0.11,1.678,-1.34,0.205,-0.552,-0.612,0.034,-0.992,0.632,-1.608,1.286,-0.154,-0.001,-1.85,-0.53,-2.18,0.571,-1.784,-0.761,-1.365,-1.125,-0.175,1,0.868,-1.45,0.534,1.266,0.482,0.513,0.591,-0.053,-0.046,-0.772,2.254,0.424,-0.52,-18113.599
1.101,-0.135,-0.997,-0.581,-1.244,1.132,-0.054,-0.115,-0.984,0.827,0.458,1.361,1.59,0.212,-0.229,-0.31,-0.329,-0.934,-0.696,-0.243,-1.317,-0.614,-0.63,-1.123,1.01,1.305,-1.356,-0.295,-0.653,0.524,-0.743,1.281,-1.278,-1.962,-0.558,0.912,1.018,0.382,1.118,1.805,-0.446,-1.706,1.366,-0.157,-0.713,1.418,0.919,-0.312,-2.445,-0.649,593.642
-0.643,1.387,-0.928,0.526,-1.151,-0.458,-0.258,2.133,1.187,0.318,0.635,1.01,0.801,0.132,-0.445,0.978,-0.41,0.736,-0.036,-0.682,2.76,-1.591,-0.525,-0.568,1.445,-0.004,1.986,-0.505,0.882,-0.11,1.058,1.405,-0.159,-1.24,0.714,1.55,-0.604,1.578,-0.533,-1.222,1.883,-0.007,1.03,-2.705,-0.084,0.061,0.916,0.548,-0.468,-0.19,-1420.818
